tokens,count,source
at,384,"['CIA_01', 'CIA_04', 'CIA_05', 'CIA_06', 'CIA_07', 'CIA_08', 'CIA_09', 'CIA_10', 'CIA_11', 'CIA_13', 'CIA_14', 'CIA_16', 'CIA_17', 'CIA_21', 'CIA_22', 'CIA_23', 'CIA_24', 'CIA_25', 'CIA_26', 'CIA_27', 'CIA_30', 'CIA_31', 'CIA_33', 'CIA_34', 'CIA_36', 'CIA_37', 'CIA_38', 'CIA_40', 'CIA_41', 'CIA_43', 'CIA_docs.txt', 'DIA_01', 'DIA_02', 'DIA_03', 'DIA_docs.txt', 'FBI_01', 'FBI_02', 'FBI_03', 'FBI_04', 'FBI_05', 'FBI_06', 'FBI_07', 'FBI_08', 'FBI_09', 'FBI_10', 'FBI_11', 'FBI_12', 'FBI_13', 'FBI_14', 'FBI_15', 'FBI_18', 'FBI_19', 'FBI_20', 'FBI_21', 'FBI_22', 'FBI_23', 'FBI_24', 'FBI_25', 'FBI_27', 'FBI_28', 'FBI_30', 'FBI_31', 'FBI_32', 'FBI_33', 'FBI_34', 'FBI_35', 'FBI_36', 'FBI_37', 'FBI_39', 'FBI_docs.txt', 'NSA_02', 'NSA_03', 'NSA_05', 'NSA_06', 'NSA_08', 'NSA_09', 'NSA_10', 'NSA_11', 'NSA_12', 'NSA_13', 'NSA_14', 'NSA_15', 'NSA_16', 'NSA_17', 'NSA_18', 'NSA_19', 'NSA_20', 'NSA_21', 'NSA_22', 'NSA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
that,356,"['CIA_01', 'CIA_03', 'CIA_04', 'CIA_07', 'CIA_08', 'CIA_09', 'CIA_10', 'CIA_12', 'CIA_13', 'CIA_14', 'CIA_15', 'CIA_16', 'CIA_17', 'CIA_18', 'CIA_19', 'CIA_20', 'CIA_23', 'CIA_24', 'CIA_25', 'CIA_27', 'CIA_28', 'CIA_29', 'CIA_30', 'CIA_31', 'CIA_32', 'CIA_33', 'CIA_34', 'CIA_35', 'CIA_36', 'CIA_37', 'CIA_38', 'CIA_39', 'CIA_40', 'CIA_41', 'CIA_42', 'CIA_43', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt', 'FBI_01', 'FBI_03', 'FBI_05', 'FBI_06', 'FBI_08', 'FBI_09', 'FBI_10', 'FBI_11', 'FBI_12', 'FBI_13', 'FBI_14', 'FBI_15', 'FBI_16', 'FBI_18', 'FBI_20', 'FBI_22', 'FBI_23', 'FBI_25', 'FBI_28', 'FBI_30', 'FBI_31', 'FBI_32', 'FBI_33', 'FBI_34', 'FBI_35', 'FBI_36', 'FBI_37', 'FBI_38', 'FBI_39', 'FBI_40', 'FBI_41', 'FBI_docs.txt', 'NSA_13', 'NSA_16', 'NSA_20', 'NSA_22', 'NSA_docs.txt', 'USCBP_01', 'USCBP_02', 'USCBP_docs.txt']"
The,292,"['CIA_04', 'CIA_09', 'CIA_10', 'CIA_13', 'CIA_16', 'CIA_24', 'CIA_26', 'CIA_28', 'CIA_29', 'CIA_32', 'CIA_34', 'CIA_37', 'CIA_38', 'CIA_39', 'CIA_40', 'CIA_42', 'CIA_43', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt', 'FBI_02', 'FBI_05', 'FBI_08', 'FBI_09', 'FBI_10', 'FBI_11', 'FBI_13', 'FBI_18', 'FBI_21', 'FBI_22', 'FBI_23', 'FBI_25', 'FBI_31', 'FBI_33', 'FBI_34', 'FBI_37', 'FBI_38', 'FBI_39', 'FBI_40', 'FBI_41', 'FBI_docs.txt', 'NSA_02', 'NSA_03', 'NSA_04', 'NSA_05', 'NSA_06', 'NSA_07', 'NSA_08', 'NSA_09', 'NSA_10', 'NSA_11', 'NSA_12', 'NSA_13', 'NSA_14', 'NSA_15', 'NSA_16', 'NSA_17', 'NSA_18', 'NSA_19', 'NSA_20', 'NSA_21', 'NSA_22', 'NSA_docs.txt', 'USCBP_01', 'USCBP_02', 'USCBP_docs.txt']"
he,266,"['CIA_01', 'CIA_03', 'CIA_04', 'CIA_07', 'CIA_08', 'CIA_09', 'CIA_10', 'CIA_12', 'CIA_13', 'CIA_14', 'CIA_15', 'CIA_16', 'CIA_17', 'CIA_20', 'CIA_23', 'CIA_24', 'CIA_25', 'CIA_26', 'CIA_31', 'CIA_32', 'CIA_34', 'CIA_36', 'CIA_37', 'CIA_39', 'CIA_40', 'CIA_41', 'CIA_42', 'CIA_docs.txt', 'DIA_01', 'DIA_02', 'DIA_03', 'DIA_docs.txt', 'FBI_01', 'FBI_06', 'FBI_08', 'FBI_09', 'FBI_10', 'FBI_11', 'FBI_14', 'FBI_15', 'FBI_16', 'FBI_17', 'FBI_20', 'FBI_22', 'FBI_23', 'FBI_24', 'FBI_28', 'FBI_30', 'FBI_31', 'FBI_32', 'FBI_33', 'FBI_34', 'FBI_36', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
from,246,"['CIA_02', 'CIA_03', 'CIA_06', 'CIA_07', 'CIA_08', 'CIA_09', 'CIA_10', 'CIA_12', 'CIA_13', 'CIA_16', 'CIA_22', 'CIA_24', 'CIA_25', 'CIA_26', 'CIA_28', 'CIA_31', 'CIA_33', 'CIA_35', 'CIA_37', 'CIA_40', 'CIA_41', 'CIA_42', 'CIA_43', 'CIA_docs.txt', 'DIA_02', 'DIA_03', 'DIA_docs.txt', 'FBI_03', 'FBI_05', 'FBI_06', 'FBI_07', 'FBI_08', 'FBI_10', 'FBI_11', 'FBI_12', 'FBI_13', 'FBI_14', 'FBI_19', 'FBI_20', 'FBI_21', 'FBI_22', 'FBI_23', 'FBI_26', 'FBI_28', 'FBI_29', 'FBI_35', 'FBI_36', 'FBI_37', 'FBI_38', 'FBI_39', 'FBI_40', 'FBI_41', 'FBI_docs.txt', 'NSA_01', 'NSA_02', 'NSA_03', 'NSA_04', 'NSA_05', 'NSA_06', 'NSA_07', 'NSA_08', 'NSA_09', 'NSA_10', 'NSA_11', 'NSA_12', 'NSA_13', 'NSA_14', 'NSA_15', 'NSA_16', 'NSA_17', 'NSA_18', 'NSA_19', 'NSA_20', 'NSA_21', 'NSA_22', 'NSA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
..,226,"['CIA_01', 'CIA_02', 'CIA_03', 'CIA_04', 'CIA_05', 'CIA_06', 'CIA_07', 'CIA_08', 'CIA_09', 'CIA_10', 'CIA_11', 'CIA_12', 'CIA_13', 'CIA_14', 'CIA_15', 'CIA_16', 'CIA_17', 'CIA_18', 'CIA_19', 'CIA_20', 'CIA_21', 'CIA_22', 'CIA_23', 'CIA_24', 'CIA_25', 'CIA_26', 'CIA_27', 'CIA_28', 'CIA_29', 'CIA_30', 'CIA_31', 'CIA_32', 'CIA_33', 'CIA_34', 'CIA_35', 'CIA_36', 'CIA_37', 'CIA_38', 'CIA_39', 'CIA_40', 'CIA_41', 'CIA_42', 'CIA_43', 'CIA_docs.txt', 'DIA_01', 'DIA_02', 'DIA_03', 'DIA_docs.txt', 'FBI_01', 'FBI_02', 'FBI_03', 'FBI_04', 'FBI_05', 'FBI_06', 'FBI_07', 'FBI_08', 'FBI_09', 'FBI_10', 'FBI_11', 'FBI_12', 'FBI_13', 'FBI_14', 'FBI_15', 'FBI_16', 'FBI_17', 'FBI_18', 'FBI_19', 'FBI_20', 'FBI_21', 'FBI_22', 'FBI_23', 'FBI_24', 'FBI_25', 'FBI_26', 'FBI_27', 'FBI_28', 'FBI_29', 'FBI_30', 'FBI_31', 'FBI_32', 'FBI_33', 'FBI_34', 'FBI_35', 'FBI_36', 'FBI_37', 'FBI_38', 'FBI_39', 'FBI_40', 'FBI_41', 'FBI_docs.txt', 'NSA_01', 'NSA_02', 'NSA_03', 'NSA_04', 'NSA_05', 'NSA_06', 'NSA_07', 'NSA_08', 'NSA_09', 'NSA_10', 'NSA_11', 'NSA_12', 'NSA_13', 'NSA_14', 'NSA_15', 'NSA_16', 'NSA_17', 'NSA_18', 'NSA_19', 'NSA_20', 'NSA_21', 'NSA_22', 'NSA_docs.txt', 'USCBP_01', 'USCBP_02', 'USCBP_docs.txt']"
this,214,"['CIA_04', 'CIA_09', 'CIA_10', 'CIA_11', 'CIA_12', 'CIA_13', 'CIA_15', 'CIA_16', 'CIA_20', 'CIA_23', 'CIA_24', 'CIA_33', 'CIA_37', 'CIA_39', 'CIA_40', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt', 'FBI_01', 'FBI_03', 'FBI_04', 'FBI_05', 'FBI_06', 'FBI_07', 'FBI_08', 'FBI_09', 'FBI_10', 'FBI_11', 'FBI_12', 'FBI_13', 'FBI_14', 'FBI_15', 'FBI_18', 'FBI_21', 'FBI_22', 'FBI_23', 'FBI_24', 'FBI_25', 'FBI_28', 'FBI_32', 'FBI_33', 'FBI_35', 'FBI_36', 'FBI_37', 'FBI_38', 'FBI_docs.txt', 'NSA_01', 'NSA_02', 'NSA_04', 'NSA_06', 'NSA_07', 'NSA_13', 'NSA_14', 'NSA_16', 'NSA_17', 'NSA_19', 'NSA_22', 'NSA_docs.txt', 'USCBP_02', 'USCBP_docs.txt']"
is,212,"['CIA_03', 'CIA_07', 'CIA_08', 'CIA_10', 'CIA_12', 'CIA_14', 'CIA_15', 'CIA_16', 'CIA_17', 'CIA_18', 'CIA_19', 'CIA_23', 'CIA_26', 'CIA_27', 'CIA_30', 'CIA_31', 'CIA_32', 'CIA_33', 'CIA_38', 'CIA_40', 'CIA_42', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt', 'FBI_05', 'FBI_06', 'FBI_08', 'FBI_09', 'FBI_10', 'FBI_11', 'FBI_14', 'FBI_15', 'FBI_17', 'FBI_18', 'FBI_20', 'FBI_21', 'FBI_22', 'FBI_23', 'FBI_24', 'FBI_29', 'FBI_30', 'FBI_36', 'FBI_39', 'FBI_41', 'FBI_docs.txt', 'NSA_01', 'NSA_02', 'NSA_03', 'NSA_04', 'NSA_06', 'NSA_07', 'NSA_08', 'NSA_16', 'NSA_17', 'NSA_20', 'NSA_22', 'NSA_docs.txt', 'USCBP_01', 'USCBP_02', 'USCBP_docs.txt']"
for,204,"['CIA_01', 'CIA_04', 'CIA_05', 'CIA_06', 'CIA_09', 'CIA_10', 'CIA_12', 'CIA_15', 'CIA_16', 'CIA_17', 'CIA_20', 'CIA_23', 'CIA_27', 'CIA_28', 'CIA_30', 'CIA_33', 'CIA_37', 'CIA_40', 'CIA_41', 'CIA_docs.txt', 'DIA_01', 'DIA_02', 'DIA_docs.txt', 'FBI_01', 'FBI_02', 'FBI_04', 'FBI_06', 'FBI_09', 'FBI_10', 'FBI_11', 'FBI_13', 'FBI_14', 'FBI_15', 'FBI_18', 'FBI_19', 'FBI_20', 'FBI_21', 'FBI_22', 'FBI_23', 'FBI_25', 'FBI_26', 'FBI_28', 'FBI_32', 'FBI_33', 'FBI_35', 'FBI_40', 'FBI_41', 'FBI_docs.txt', 'NSA_02', 'NSA_05', 'NSA_07', 'NSA_08', 'NSA_11', 'NSA_18', 'NSA_20', 'NSA_22', 'NSA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
``,198,"['CIA_01', 'CIA_07', 'CIA_11', 'CIA_34', 'CIA_37', 'CIA_39', 'CIA_41', 'CIA_42', 'CIA_43', 'CIA_docs.txt', 'DIA_01', 'DIA_docs.txt', 'FBI_06', 'FBI_09', 'FBI_10', 'FBI_22', 'FBI_23', 'FBI_25', 'FBI_26', 'FBI_29', 'FBI_34', 'FBI_35', 'FBI_36', 'FBI_37', 'FBI_38', 'FBI_39', 'FBI_40', 'FBI_41', 'FBI_docs.txt', 'NSA_01', 'NSA_02', 'NSA_03', 'NSA_04', 'NSA_05', 'NSA_06', 'NSA_07', 'NSA_08', 'NSA_09', 'NSA_10', 'NSA_11', 'NSA_12', 'NSA_13', 'NSA_14', 'NSA_15', 'NSA_16', 'NSA_17', 'NSA_18', 'NSA_19', 'NSA_20', 'NSA_21', 'NSA_22', 'NSA_docs.txt']"
:,184,"['CIA_01', 'CIA_06', 'CIA_07', 'CIA_09', 'CIA_11', 'CIA_13', 'CIA_22', 'CIA_32', 'CIA_37', 'CIA_docs.txt', 'DIA_02', 'DIA_03', 'DIA_docs.txt', 'FBI_01', 'FBI_02', 'FBI_05', 'FBI_06', 'FBI_07', 'FBI_08', 'FBI_10', 'FBI_12', 'FBI_16', 'FBI_23', 'FBI_25', 'FBI_26', 'FBI_31', 'FBI_34', 'FBI_35', 'FBI_36', 'FBI_39', 'FBI_docs.txt', 'NSA_01', 'NSA_02', 'NSA_03', 'NSA_04', 'NSA_05', 'NSA_06', 'NSA_07', 'NSA_08', 'NSA_09', 'NSA_10', 'NSA_11', 'NSA_12', 'NSA_13', 'NSA_14', 'NSA_15', 'NSA_16', 'NSA_17', 'NSA_18', 'NSA_19', 'NSA_20', 'NSA_21', 'NSA_22', 'NSA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
by,182,"['CIA_04', 'CIA_08', 'CIA_09', 'CIA_10', 'CIA_11', 'CIA_12', 'CIA_13', 'CIA_16', 'CIA_20', 'CIA_23', 'CIA_25', 'CIA_26', 'CIA_32', 'CIA_37', 'CIA_39', 'CIA_41', 'CIA_docs.txt', 'FBI_01', 'FBI_02', 'FBI_04', 'FBI_05', 'FBI_06', 'FBI_10', 'FBI_11', 'FBI_12', 'FBI_13', 'FBI_15', 'FBI_17', 'FBI_18', 'FBI_19', 'FBI_22', 'FBI_23', 'FBI_24', 'FBI_25', 'FBI_26', 'FBI_28', 'FBI_29', 'FBI_34', 'FBI_35', 'FBI_36', 'FBI_38', 'FBI_39', 'FBI_40', 'FBI_41', 'FBI_docs.txt', 'NSA_08', 'NSA_11', 'NSA_13', 'NSA_16', 'NSA_18', 'NSA_20', 'NSA_docs.txt', 'USCBP_01', 'USCBP_02', 'USCBP_docs.txt']"
an,172,"['CIA_01', 'CIA_06', 'CIA_07', 'CIA_08', 'CIA_09', 'CIA_11', 'CIA_13', 'CIA_14', 'CIA_16', 'CIA_18', 'CIA_25', 'CIA_31', 'CIA_33', 'CIA_36', 'CIA_37', 'CIA_39', 'CIA_40', 'CIA_42', 'CIA_docs.txt', 'DIA_02', 'DIA_03', 'DIA_docs.txt', 'FBI_01', 'FBI_02', 'FBI_04', 'FBI_05', 'FBI_06', 'FBI_08', 'FBI_09', 'FBI_10', 'FBI_11', 'FBI_12', 'FBI_14', 'FBI_18', 'FBI_19', 'FBI_20', 'FBI_21', 'FBI_22', 'FBI_26', 'FBI_30', 'FBI_31', 'FBI_34', 'FBI_39', 'FBI_40', 'FBI_41', 'FBI_docs.txt', 'NSA_05', 'NSA_08', 'NSA_11', 'NSA_14', 'NSA_18', 'NSA_20', 'NSA_22', 'NSA_docs.txt']"
had,168,"['CIA_01', 'CIA_07', 'CIA_08', 'CIA_09', 'CIA_10', 'CIA_11', 'CIA_12', 'CIA_13', 'CIA_17', 'CIA_20', 'CIA_23', 'CIA_36', 'CIA_37', 'CIA_38', 'CIA_39', 'CIA_40', 'CIA_41', 'CIA_42', 'CIA_43', 'CIA_docs.txt', 'DIA_02', 'DIA_03', 'DIA_docs.txt', 'FBI_03', 'FBI_06', 'FBI_09', 'FBI_11', 'FBI_12', 'FBI_13', 'FBI_14', 'FBI_22', 'FBI_23', 'FBI_28', 'FBI_32', 'FBI_33', 'FBI_34', 'FBI_35', 'FBI_36', 'FBI_37', 'FBI_38', 'FBI_40', 'FBI_41', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
2003,164,"['CIA_01', 'CIA_03', 'CIA_04', 'CIA_07', 'CIA_08', 'CIA_11', 'CIA_12', 'CIA_13', 'CIA_15', 'CIA_16', 'CIA_17', 'CIA_18', 'CIA_19', 'CIA_20', 'CIA_21', 'CIA_22', 'CIA_23', 'CIA_24', 'CIA_30', 'CIA_32', 'CIA_docs.txt', 'DIA_02', 'DIA_docs.txt', 'FBI_01', 'FBI_02', 'FBI_03', 'FBI_04', 'FBI_05', 'FBI_06', 'FBI_07', 'FBI_08', 'FBI_09', 'FBI_10', 'FBI_12', 'FBI_13', 'FBI_14', 'FBI_16', 'FBI_19', 'FBI_22', 'FBI_23', 'FBI_24', 'FBI_25', 'FBI_34', 'FBI_docs.txt', 'NSA_01', 'NSA_02', 'NSA_04', 'NSA_05', 'NSA_06', 'NSA_09', 'NSA_10', 'NSA_docs.txt']"
[,162,"['CIA_01', 'CIA_04', 'CIA_06', 'CIA_07', 'CIA_22', 'CIA_23', 'CIA_30', 'CIA_32', 'CIA_33', 'CIA_34', 'CIA_35', 'CIA_37', 'CIA_39', 'CIA_41', 'CIA_42', 'CIA_43', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt', 'FBI_01', 'FBI_03', 'FBI_05', 'FBI_06', 'FBI_11', 'FBI_12', 'FBI_16', 'FBI_19', 'FBI_20', 'FBI_22', 'FBI_23', 'FBI_25', 'FBI_26', 'FBI_31', 'FBI_34', 'FBI_36', 'FBI_docs.txt', 'NSA_07', 'NSA_09', 'NSA_11', 'NSA_13', 'NSA_14', 'NSA_15', 'NSA_16', 'NSA_17', 'NSA_18', 'NSA_19', 'NSA_20', 'NSA_21', 'NSA_22', 'NSA_docs.txt']"
],160,"['CIA_01', 'CIA_04', 'CIA_06', 'CIA_07', 'CIA_22', 'CIA_23', 'CIA_30', 'CIA_32', 'CIA_33', 'CIA_34', 'CIA_37', 'CIA_39', 'CIA_41', 'CIA_42', 'CIA_43', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt', 'FBI_01', 'FBI_03', 'FBI_05', 'FBI_06', 'FBI_11', 'FBI_12', 'FBI_16', 'FBI_19', 'FBI_20', 'FBI_22', 'FBI_23', 'FBI_25', 'FBI_26', 'FBI_31', 'FBI_34', 'FBI_36', 'FBI_docs.txt', 'NSA_07', 'NSA_09', 'NSA_11', 'NSA_13', 'NSA_14', 'NSA_15', 'NSA_16', 'NSA_17', 'NSA_18', 'NSA_19', 'NSA_20', 'NSA_21', 'NSA_22', 'NSA_docs.txt']"
with,154,"['CIA_01', 'CIA_03', 'CIA_04', 'CIA_06', 'CIA_07', 'CIA_08', 'CIA_10', 'CIA_12', 'CIA_13', 'CIA_14', 'CIA_15', 'CIA_16', 'CIA_17', 'CIA_19', 'CIA_24', 'CIA_30', 'CIA_36', 'CIA_38', 'CIA_40', 'CIA_docs.txt', 'DIA_02', 'DIA_03', 'DIA_docs.txt', 'FBI_05', 'FBI_06', 'FBI_07', 'FBI_08', 'FBI_09', 'FBI_10', 'FBI_11', 'FBI_16', 'FBI_18', 'FBI_19', 'FBI_22', 'FBI_23', 'FBI_26', 'FBI_28', 'FBI_29', 'FBI_31', 'FBI_32', 'FBI_34', 'FBI_36', 'FBI_40', 'FBI_docs.txt', 'NSA_05', 'NSA_08', 'NSA_22', 'NSA_docs.txt', 'USCBP_02', 'USCBP_docs.txt']"
2004,152,"['CIA_25', 'CIA_26', 'CIA_29', 'CIA_30', 'CIA_33', 'CIA_37', 'CIA_39', 'CIA_41', 'CIA_42', 'CIA_43', 'CIA_docs.txt', 'DIA_02', 'DIA_03', 'DIA_docs.txt', 'FBI_14', 'FBI_15', 'FBI_16', 'FBI_19', 'FBI_20', 'FBI_22', 'FBI_23', 'FBI_24', 'FBI_26', 'FBI_27', 'FBI_28', 'FBI_30', 'FBI_31', 'FBI_32', 'FBI_33', 'FBI_34', 'FBI_35', 'FBI_36', 'FBI_37', 'FBI_38', 'FBI_39', 'FBI_40', 'FBI_41', 'FBI_docs.txt', 'NSA_14', 'NSA_15', 'NSA_16', 'NSA_19', 'NSA_20', 'NSA_21', 'NSA_22', 'NSA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
'',150,"['CIA_07', 'CIA_34', 'CIA_37', 'CIA_39', 'CIA_41', 'CIA_42', 'CIA_43', 'CIA_docs.txt', 'DIA_docs.txt', 'FBI_06', 'FBI_09', 'FBI_10', 'FBI_22', 'FBI_23', 'FBI_25', 'FBI_26', 'FBI_34', 'FBI_35', 'FBI_36', 'FBI_37', 'FBI_38', 'FBI_39', 'FBI_40', 'FBI_41', 'FBI_docs.txt', 'NSA_01', 'NSA_02', 'NSA_03', 'NSA_04', 'NSA_05', 'NSA_06', 'NSA_07', 'NSA_08', 'NSA_10', 'NSA_11', 'NSA_12', 'NSA_13', 'NSA_14', 'NSA_15', 'NSA_16', 'NSA_17', 'NSA_18', 'NSA_19', 'NSA_20', 'NSA_21', 'NSA_22', 'NSA_docs.txt']"
who,144,"['CIA_01', 'CIA_03', 'CIA_04', 'CIA_06', 'CIA_07', 'CIA_08', 'CIA_09', 'CIA_10', 'CIA_12', 'CIA_13', 'CIA_16', 'CIA_17', 'CIA_18', 'CIA_20', 'CIA_23', 'CIA_27', 'CIA_30', 'CIA_34', 'CIA_36', 'CIA_40', 'CIA_41', 'CIA_42', 'CIA_docs.txt', 'DIA_01', 'DIA_02', 'DIA_docs.txt', 'FBI_04', 'FBI_05', 'FBI_06', 'FBI_09', 'FBI_10', 'FBI_11', 'FBI_12', 'FBI_13', 'FBI_14', 'FBI_17', 'FBI_19', 'FBI_20', 'FBI_21', 'FBI_22', 'FBI_23', 'FBI_25', 'FBI_28', 'FBI_31', 'FBI_34', 'FBI_35', 'FBI_38', 'FBI_docs.txt', 'NSA_16', 'NSA_19', 'NSA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
;,140,"['CIA_02', 'CIA_06', 'CIA_08', 'CIA_11', 'CIA_12', 'CIA_13', 'CIA_17', 'CIA_21', 'CIA_22', 'CIA_37', 'CIA_docs.txt', 'DIA_01', 'DIA_02', 'DIA_docs.txt', 'FBI_02', 'FBI_08', 'FBI_11', 'FBI_13', 'FBI_16', 'FBI_22', 'FBI_31', 'FBI_34', 'FBI_35', 'FBI_36', 'FBI_docs.txt', 'NSA_01', 'NSA_02', 'NSA_03', 'NSA_06', 'NSA_07', 'NSA_08', 'NSA_09', 'NSA_10', 'NSA_13', 'NSA_15', 'NSA_16', 'NSA_17', 'NSA_19', 'NSA_21', 'NSA_22', 'NSA_docs.txt']"
his,138,"['CIA_06', 'CIA_07', 'CIA_08', 'CIA_10', 'CIA_12', 'CIA_13', 'CIA_15', 'CIA_16', 'CIA_23', 'CIA_27', 'CIA_31', 'CIA_36', 'CIA_39', 'CIA_43', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt', 'FBI_01', 'FBI_02', 'FBI_04', 'FBI_05', 'FBI_06', 'FBI_07', 'FBI_08', 'FBI_09', 'FBI_10', 'FBI_11', 'FBI_12', 'FBI_14', 'FBI_20', 'FBI_22', 'FBI_23', 'FBI_24', 'FBI_27', 'FBI_28', 'FBI_31', 'FBI_32', 'FBI_34', 'FBI_35', 'FBI_36', 'FBI_38', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
as,138,"['CIA_03', 'CIA_04', 'CIA_07', 'CIA_08', 'CIA_09', 'CIA_12', 'CIA_13', 'CIA_14', 'CIA_16', 'CIA_17', 'CIA_18', 'CIA_23', 'CIA_24', 'CIA_30', 'CIA_36', 'CIA_37', 'CIA_38', 'CIA_40', 'CIA_42', 'CIA_43', 'CIA_docs.txt', 'FBI_01', 'FBI_04', 'FBI_05', 'FBI_07', 'FBI_08', 'FBI_09', 'FBI_10', 'FBI_12', 'FBI_13', 'FBI_18', 'FBI_20', 'FBI_22', 'FBI_25', 'FBI_28', 'FBI_34', 'FBI_36', 'FBI_docs.txt', 'NSA_04', 'NSA_05', 'NSA_08', 'NSA_10', 'NSA_18', 'NSA_19', 'NSA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
said,128,"['CIA_04', 'CIA_07', 'CIA_08', 'CIA_20', 'CIA_34', 'CIA_36', 'CIA_41', 'CIA_42', 'CIA_43', 'CIA_docs.txt', 'DIA_02', 'DIA_docs.txt', 'FBI_01', 'FBI_03', 'FBI_06', 'FBI_09', 'FBI_10', 'FBI_12', 'FBI_13', 'FBI_14', 'FBI_19', 'FBI_20', 'FBI_23', 'FBI_26', 'FBI_28', 'FBI_32', 'FBI_33', 'FBI_34', 'FBI_35', 'FBI_36', 'FBI_37', 'FBI_38', 'FBI_40', 'FBI_docs.txt', 'NSA_12', 'NSA_17', 'NSA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
were,122,"['CIA_04', 'CIA_08', 'CIA_09', 'CIA_11', 'CIA_12', 'CIA_13', 'CIA_15', 'CIA_24', 'CIA_29', 'CIA_34', 'CIA_37', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt', 'FBI_02', 'FBI_06', 'FBI_08', 'FBI_10', 'FBI_11', 'FBI_12', 'FBI_13', 'FBI_14', 'FBI_19', 'FBI_22', 'FBI_25', 'FBI_26', 'FBI_28', 'FBI_31', 'FBI_35', 'FBI_36', 'FBI_40', 'FBI_41', 'FBI_docs.txt', 'NSA_20', 'NSA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
call,114,"['FBI_06', 'FBI_15', 'FBI_23', 'FBI_docs.txt', 'NSA_01', 'NSA_02', 'NSA_03', 'NSA_05', 'NSA_06', 'NSA_07', 'NSA_08', 'NSA_09', 'NSA_10', 'NSA_11', 'NSA_12', 'NSA_13', 'NSA_14', 'NSA_15', 'NSA_16', 'NSA_17', 'NSA_18', 'NSA_19', 'NSA_20', 'NSA_21', 'NSA_22', 'NSA_docs.txt']"
they,104,"['CIA_04', 'CIA_08', 'CIA_11', 'CIA_12', 'CIA_13', 'CIA_15', 'CIA_36', 'CIA_37', 'CIA_43', 'CIA_docs.txt', 'FBI_03', 'FBI_08', 'FBI_10', 'FBI_13', 'FBI_19', 'FBI_23', 'FBI_25', 'FBI_26', 'FBI_28', 'FBI_35', 'FBI_36', 'FBI_docs.txt', 'NSA_16', 'NSA_19', 'NSA_20', 'NSA_21', 'NSA_22', 'NSA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
been,102,"['CIA_07', 'CIA_08', 'CIA_10', 'CIA_12', 'CIA_16', 'CIA_17', 'CIA_19', 'CIA_29', 'CIA_30', 'CIA_35', 'CIA_37', 'CIA_38', 'CIA_39', 'CIA_40', 'CIA_docs.txt', 'DIA_02', 'DIA_03', 'DIA_docs.txt', 'FBI_02', 'FBI_06', 'FBI_07', 'FBI_08', 'FBI_11', 'FBI_14', 'FBI_15', 'FBI_17', 'FBI_18', 'FBI_19', 'FBI_21', 'FBI_22', 'FBI_26', 'FBI_28', 'FBI_32', 'FBI_35', 'FBI_docs.txt', 'NSA_12', 'NSA_17', 'NSA_19', 'NSA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
He,98,"['CIA_05', 'CIA_07', 'CIA_08', 'CIA_10', 'CIA_13', 'CIA_14', 'CIA_16', 'CIA_17', 'CIA_24', 'CIA_26', 'CIA_31', 'CIA_32', 'CIA_39', 'CIA_40', 'CIA_docs.txt', 'DIA_02', 'DIA_docs.txt', 'FBI_01', 'FBI_09', 'FBI_11', 'FBI_14', 'FBI_15', 'FBI_17', 'FBI_18', 'FBI_20', 'FBI_21', 'FBI_22', 'FBI_28', 'FBI_36', 'FBI_docs.txt', 'NSA_16', 'NSA_19', 'NSA_docs.txt']"
phone,96,"['CIA_23', 'CIA_docs.txt', 'FBI_23', 'FBI_docs.txt', 'NSA_01', 'NSA_02', 'NSA_03', 'NSA_05', 'NSA_06', 'NSA_07', 'NSA_08', 'NSA_09', 'NSA_10', 'NSA_11', 'NSA_12', 'NSA_13', 'NSA_14', 'NSA_15', 'NSA_16', 'NSA_17', 'NSA_18', 'NSA_19', 'NSA_20', 'NSA_21', 'NSA_22', 'NSA_docs.txt']"
